Usuario_Id,Edad,Genero
35362,53,F
22366,43,M
11663,39,M
44003,24,F
4130,42,M
53576,42,M
1570,22,F
52674,29,F
51704,23,F
16571,32,F
57673,25,M
16464,29,F
60611,26,F
22470,54,M
5172,66,M
60603,24,M
53441,30,M
60173,67,M
16742,33,M
42273,28,M
60617,30,M
12513,33,M
60622,29,M
60625,23,F
60347,42,M
41641,25,M
42353,28,M
11603,34,M
32616,37,M
60556,41,M
34766,39,M
45315,26,M
60322,36,M
60641,26,F
60636,23,M
10401,21,M
60644,31,M
60545,28,M
60553,26,F
60647,53,M
60655,23,F
60660,24,M
26166,39,M
60674,41,M
60652,29,M
40054,34,M
60633,24,F
60671,56,F
57423,39,M
60677,28,M
60702,23,M
7661,30,M
1766,46,F
33162,35,M
21431,39,F
60435,21,F
60606,34,M
26604,38,F
41501,29,M
14663,33,F
11135,48,M
3776,29,M
13126,34,M
47275,37,M
17674,33,M
60360,21,F
5324,29,F
60735,28,M
11264,51,M
60724,34,M
60743,30,M
44212,35,M
35434,26,F
22256,29,M
13423,39,M
3476,28,M
22476,25,F
51156,19,F
204,43,M
60663,20,F
43651,38,F
5701,32,M
4620,37,M
33074,35,M
12141,29,M
60614,38,F
42425,32,M
60757,38,M
16665,36,M
47374,33,M
25071,26,F
1763,33,M
54613,36,M
60754,28,M
4706,25,F
24027,53,M
55625,37,M
51401,38,F
24602,28,M
17360,42,M
3014,23,M
24420,28,M
52677,34,M
22526,33,M
22523,32,F
11352,33,F
16065,54,M
22773,60,M
60666,39,M
12205,30,M
15202,35,F
61122,26,M
61117,26,M
50505,38,F
10244,30,M
1375,28,M
24764,34,M
37147,28,F
60063,32,M
1400,37,M
61152,19,M
60740,31,F
1653,42,M
44253,31,M
15626,31,M
52201,22,F
41735,18,M
61155,22,M
2651,26,M
61171,22,M
22647,27,M
61034,29,M
44405,33,F
51723,38,M
61202,23,M
44044,26,M
60751,28,M
2676,33,M
20615,47,M
61213,36,M
31205,37,M
61221,25,M
22036,41,M
27651,24,M
30377,24,M
7067,33,F
61205,43,M
2370,34,M
61227,22,M
61251,22,M
54707,54,F
57767,23,M
11077,20,M
4551,30,M
61254,50,M
45477,23,F
61147,23,F
61276,34,M
7672,46,M
61136,24,M
61273,31,M
31160,25,F
60317,32,M
61307,19,M
61315,34,M
32211,18,M
61031,21,F
11470,38,M
42744,35,M
37554,31,M
3237,29,M
61240,40,F
10640,40,M
60154,23,F
61235,55,M
5217,25,M
27742,21,F
20232,22,M
57013,30,M
5742,24,F
16764,29,F
41770,24,M
61326,24,F
12502,33,F
24002,41,M
61265,27,M
4642,25,F
26422,26,M
60776,30,M
61345,23,F
61042,32,M
61210,45,M
61356,29,M
51051,44,M
42554,37,M
2450,32,M
61361,25,M
46522,30,M
25630,59,M
61166,23,M
46621,27,M
13434,33,M
13407,28,M
26023,27,M
457,32,M
30253,33,F
2646,31,M
34463,24,F
21362,34,F
24412,29,M
36017,41,M
36063,30,F
57233,38,F
52267,31,M
23562,25,F
35062,50,M
61337,48,M
61367,26,M
705,29,M
27013,28,F
27112,28,F
45516,27,F
41071,34,M
33242,22,F
23570,43,F
45026,33,M
46412,39,F
61114,57,M
25063,20,M
61471,39,M
17537,35,M
61474,28,F
5563,26,F
23326,30,F
61463,49,M
15122,33,M
22770,39,M
34645,30,F
3537,35,M
23243,54,M
6520,30,M
35605,33,M
61570,54,M
32370,57,M
61573,23,M
61050,31,F
61612,26,F
42400,28,F
61557,47,M
61243,22,M
61576,33,M
10054,38,M
12700,34,M
61565,26,M
61342,22,M
61626,30,M
61604,27,M
16156,26,M
2005,24,M
61642,28,M
61623,58,M
20171,27,M
1502,23,M
23012,29,M
21076,30,M
61562,27,M
4061,29,M
61645,32,M
14226,37,M
37061,26,M
1733,40,M
61656,27,M
61675,23,M
61535,30,M
61045,30,F
57602,30,M
50527,42,M
61700,37,M
40340,39,M
61703,35,F
61554,36,M
61607,21,M
61714,31,M
61634,23,F
30303,59,M
61312,32,F
61601,38,M
61722,26,M
61733,23,M
61736,42,M
37257,50,F
40217,30,F
45562,43,M
33520,25,M
23516,32,M
61752,32,M
61372,29,M
61320,39,M
30066,31,F
61763,27,F
61766,43,M
421,25,M
61730,43,M
44330,68,M
61744,26,M
41625,29,M
61741,21,M
61667,26,F
61400,29,F
52504,30,F
23656,32,F
21514,34,M
51563,33,M
62032,24,F
62027,25,M
46453,33,F
1276,19,F
2043,47,M
2040,46,M
62062,40,M
5260,58,M
27431,31,M
45601,46,M
62057,32,M
62076,45,F
45210,48,F
45213,23,F
57530,26,F
6201,37,M
10707,23,M
47677,25,M
261,34,M
43346,32,M
43506,32,F
61615,22,M
62010,36,M
62126,36,M
61364,22,F
62137,29,F
35467,28,M
35530,27,M
62142,45,M
26551,34,F
21517,31,M
62150,45,M
46156,49,F
62013,26,M
31372,45,M
62167,27,M
35500,35,F
62131,19,M
21506,44,M
11105,44,M
62200,43,M
62203,23,M
62214,26,F
7262,36,M
61706,28,F
15334,51,M
62115,26,M
62005,25,M
14151,24,F
23007,36,M
62217,52,F
10407,40,M
62222,36,M
62233,23,M
62225,29,F
13225,37,M
62236,34,M
14352,23,F
57511,31,F
13453,29,M
62134,40,M
62247,64,M
25025,26,M
26265,42,M
36545,33,M
4235,48,M
36550,28,M
62255,31,F
371,27,F
36223,33,F
41223,26,M
22352,39,M
15144,25,M
61747,25,F
5271,27,M
7350,51,M
27161,28,M
31072,27,F
62172,37,M
62206,27,M
44355,41,M
11553,35,F
11457,59,M
6424,41,M
12147,65,M
60157,23,F
62161,23,M
62274,20,M
4741,32,F
62305,26,F
61331,17,M
13362,34,M
41025,21,F
62263,24,M
15345,32,M
62277,23,M
62316,26,M
15375,28,F
45045,29,F
31106,40,M
36170,38,M
34020,31,F
46346,33,M
62351,30,M
7326,40,F
30617,43,M
12642,40,M
62211,24,M
62357,33,M
62321,47,M
62365,33,M
45257,26,F
3606,30,M
46407,29,M
62016,31,M
24351,42,M
61637,65,M
15155,29,M
62370,26,F
11721,36,M
24464,35,M
11223,38,M
62346,29,F
62260,38,M
11542,31,M
62373,25,F
5431,31,F
26730,48,M
2131,37,M
62241,45,F
45372,33,F
45202,46,F
25735,29,M
16426,28,M
2107,39,M
21233,19,M
62376,27,M
17121,33,M
62046,19,M
47207,26,F
47204,30,F
62445,29,F
62362,30,F
62464,28,M
5517,40,M
46274,22,F
62467,32,F
62340,27,F
62354,23,F
62472,28,F
62475,28,M
14366,29,M
7612,47,M
62500,30,F
20205,29,M
61653,33,M
3226,35,M
16057,20,M
25226,41,M
10024,36,M
4205,41,M
62517,23,M
62522,38,M
62525,27,M
61216,25,F
62547,26,F
62560,19,M
31406,33,M
36162,32,F
34601,30,M
3325,35,M
62453,29,M
61664,26,F
53532,35,M
62610,31,M
62605,42,M
62530,27,M
62327,28,F
62120,32,M
30352,29,F
45774,26,F
62563,52,M
62635,24,M
60151,21,F
52355,39,M
62164,20,F
12064,44,M
61353,52,M
62662,23,M
62643,36,M
53133,23,F
31202,41,M
62407,17,F
62704,32,M
62627,26,M
44234,53,M
12725,51,M
40057,45,M
62712,22,F
2522,27,M
62574,42,M
62731,24,M
14644,32,M
62673,33,M
62734,57,M
62670,44,M
7444,49,M
62676,35,F
62654,24,F
16431,29,M
54745,26,M
62707,29,M
24605,27,M
44716,19,F
62750,45,F
5511,52,M
62723,26,F
50744,27,F
62335,24,M
62720,27,F
62726,24,F
32005,38,M
46357,26,M
35533,26,M
35566,34,M
20257,68,M
41165,36,M
46054,23,F
46051,23,M
1513,25,M
51517,47,M
15752,42,M
62745,26,M
24222,44,M
3713,33,F
62640,30,M
14322,31,M
20771,31,M
20141,45,M
13541,27,M
63105,25,F
7315,26,M
63110,33,M
62772,23,F
63055,22,M
62701,29,F
25553,42,M
14344,44,M
62665,27,M
61711,57,F
63102,20,F
10627,43,M
62506,39,M
55060,25,M
14333,46,M
4474,36,M
413,60,M
32517,30,F
15455,41,M
32646,30,M
63151,28,F
63154,28,F
63157,29,F
63207,37,M
47303,48,M
1364,24,M
10632,30,M
63071,28,F
10332,32,M
63135,30,M
63212,26,M
56516,26,F
63234,38,M
63237,36,M
62302,21,F
22267,44,M
63242,36,F
3030,39,M
63127,52,M
63253,41,M
22071,39,M
14702,57,M
62555,30,M
63140,30,M
14416,45,M
3427,26,M
3052,35,M
5412,35,M
41173,25,M
41366,31,F
63201,31,M
63322,43,M
23100,26,M
46070,28,F
63267,25,F
17325,33,F
63261,22,M
63264,20,F
63341,22,F
63250,28,M
63344,25,M
63347,22,F
62753,25,M
35346,31,M
5123,63,M
35032,33,M
14017,35,F
16415,31,F
63421,25,M
63424,23,F
21073,40,F
62544,35,M
15056,33,M
63432,39,M
23444,41,M
63440,51,M
40175,30,M
63330,30,M
62602,38,M
45607,27,M
24134,44,M
17330,28,F
63451,30,M
32070,29,M
44735,41,M
63413,27,M
43404,54,M
32051,28,M
63336,23,F
63275,31,M
61133,30,M
63512,25,M
63507,29,M
43354,45,M
63537,45,M
63041,45,F
3567,27,M
63553,29,F
63523,31,F
54233,27,M
63556,26,M
27236,22,M
21002,45,M
63600,31,F
14531,47,M
11520,40,M
23711,30,F
41052,38,M
63435,17,F
63603,39,F
63567,22,F
4766,41,M
63606,30,M
63611,31,M
63515,23,M
14173,40,F
63306,34,M
25022,35,M
63625,24,M
63614,22,M
46555,40,F
34213,28,M
31367,53,M
63317,27,M
21423,27,M
63226,30,M
63636,28,F
63644,35,M
63666,25,F
42337,27,F
63526,22,F
11330,32,M
52110,31,M
43343,22,M
12177,21,M
46252,24,F
3165,23,F
61717,31,F
53510,35,F
63641,28,M
64001,56,M
32560,30,F
63504,33,M
20307,36,F
64100,32,M
17215,39,M
63655,25,M
64152,24,M
64144,22,M
64177,34,M
64130,32,M
64202,29,M
12276,26,F
63575,26,M
64213,32,F
64205,32,M
16514,39,M
11751,26,M
47063,26,M
35357,39,M
13343,57,F
64114,54,M
4007,26,F
23246,32,M
10351,52,F
32464,23,F
32533,23,M
63256,33,M
2574,40,M
5434,32,M
51434,22,M
23661,36,F
63033,58,M
37312,56,M
37320,56,M
64326,43,M
64331,17,F
57107,35,F
43365,33,M
44647,22,F
23615,33,F
23612,36,M
64342,52,F
64337,17,F
45001,43,M
47242,36,M
6121,69,M
64163,30,M
55702,41,M
64166,46,F
64477,40,M
63542,33,M
64510,27,F
64141,29,M
22223,32,F
2230,27,M
64513,32,M
14575,21,M
64466,25,F
64265,34,F
64535,27,M
64524,33,M
64527,33,F
63564,28,M
13437,41,M
25465,37,F
64551,33,M
64557,32,M
64554,35,M
5327,23,M
64505,26,F
64607,26,F
64612,57,M
35065,33,F
40101,50,M
64565,23,M
20246,22,M
64645,46,M
64117,25,M
64103,23,F
64623,26,M
64573,54,M
64653,48,F
13522,32,M
64626,32,M
64672,35,M
64650,25,M
1642,21,F
23210,33,M
57316,58,M
64656,23,M
64474,30,M
33264,29,M
64714,28,F
64730,32,F
64725,40,M
16255,34,M
4106,28,M
64733,55,M
64717,35,M
64604,34,F
33545,37,M
64741,29,F
25121,62,M
33410,37,F
55071,37,F
4177,42,M
4064,37,F
65002,31,M
6170,35,M
64455,20,M
64774,35,M
65027,43,M
65040,23,F
65024,24,M
65046,34,M
64323,32,F
64576,21,M
65005,29,F
60132,33,F
24302,21,M
65070,30,M
63303,35,M
65101,20,F
65104,26,F
65112,34,M
16016,26,M
16145,23,M
65035,25,M
64634,41,M
267,24,M
6,20,M
65076,48,M
46616,58,M
64254,23,M
65107,27,F
34356,30,M
65013,30,F
65142,32,F
65126,28,M
65010,49,M
65145,28,F
65016,28,M
65167,38,M
65115,39,M
65206,49,F
65164,25,M
45020,25,F
2566,51,F
64562,27,F
65203,26,F
16310,22,F
27115,24,M
65354,33,M
20664,47,F
65357,25,M
65370,28,M
65365,36,M
65321,25,M
65123,22,F
34243,43,F
15111,54,M
25311,37,M
65131,20,F
65351,41,M
65120,42,F
64700,27,F
60366,46,M
62271,27,F
61725,33,M
65503,28,M
17074,27,F
1510,35,M
65362,50,M
3526,28,M
65401,36,M
5161,35,M
65316,36,M
65511,26,F
65605,41,M
30006,31,M
65616,23,F
65621,44,M
65602,27,F
64334,54,M
36317,30,M
65624,25,F
65632,23,M
15722,29,F
46646,25,F
64703,19,M
25641,26,F
37573,41,M
65635,20,F
65627,34,M
65665,24,M
65662,27,M
65670,26,F
65643,22,M
16316,36,F
65175,28,F
65720,25,M
65726,31,M
65734,32,M
65610,19,M
40357,39,M
23631,20,M
5120,35,M
13070,28,F
16370,20,M
65742,32,M
65673,23,F
33424,32,M
65324,18,F
6022,26,M
35506,20,M
65651,34,F
65756,25,F
65654,39,M
37406,41,M
45166,53,M
43134,23,M
31411,59,M
31414,52,M
64543,39,M
66033,22,M
66036,27,M
65434,17,M
65704,27,M
66044,23,M
66047,25,M
12626,44,M
66105,31,M
64155,40,M
65772,26,M
31315,30,F
66110,24,M
66055,23,M
66121,44,M
4700,51,M
66127,30,F
66066,49,M
20444,22,M
65613,44,F
45015,22,F
6165,33,M
66143,33,M
16172,37,M
66162,26,F
66157,29,M
66132,24,F
66170,20,M
66146,33,M
66173,47,M
66176,47,M
66204,25,M
10610,35,M
66212,25,F
66165,24,M
66063,50,F
33473,61,M
6507,31,M
66234,40,M
66237,37,M
35327,21,M
66215,23,M
64463,32,M
66250,23,M
66220,30,F
60245,44,F
66140,21,F
66256,32,M
66124,28,M
66303,24,F
66311,28,M
66074,31,F
66253,23,F
66314,23,M
66322,22,F
62775,20,M
1623,27,M
4502,72,M
13032,48,M
66352,26,M
65712,29,F
65506,46,F
66363,36,M
66135,34,F
66300,41,M
4012,32,M
30347,25,M
66410,22,F
66333,20,F
66336,20,M
66041,43,F
52405,18,F
52371,44,F
52377,42,F
20304,27,M
17212,64,F
12433,27,M
66245,40,M
66242,33,F
66470,28,F
24211,51,F
50400,28,M
66226,36,M
66520,49,M
66512,23,M
66515,34,M
40616,25,F
66374,29,M
66267,42,M
66465,24,F
66476,23,M
66550,35,M
66556,42,M
33421,31,F
66545,37,M
66567,45,M
51255,39,M
66231,56,M
13024,36,M
66655,25,F
51412,30,M
66617,25,F
66622,35,M
64736,21,F
40764,37,M
66735,55,M
66671,28,M
66677,24,M
66732,22,M
66765,28,M
42573,40,M
66770,18,F
66757,26,M
67001,23,M
67004,33,F
2010,41,M
67015,53,F
66762,22,F
66751,25,M
67034,35,M
67026,30,M
3702,35,F
66347,44,M
66660,29,F
66663,32,M
64406,24,F
67042,33,F
65560,36,M
14325,35,M
11231,33,F
67050,51,M
2420,33,F
67147,20,F
67117,44,M
66223,31,M
67053,23,M
67205,24,M
67202,20,M
67144,27,M
67213,19,F
23111,31,M
67020,27,F
67227,25,F
16217,23,F
67037,42,M
40316,40,M
13040,34,M
15675,38,M
67243,22,M
67122,43,M
67246,33,M
17617,30,F
67257,47,M
65723,33,M
67240,30,F
47113,21,F
67221,40,M
67262,31,F
67273,29,M
67312,25,M
67315,24,M
67307,24,M
66625,36,M
67350,49,F
12001,48,F
67224,34,M
67372,51,M
67375,31,M
67235,35,M
67367,25,F
67337,41,M
23372,40,M
22347,65,M
67163,27,F
67342,27,F
67441,24,F
11170,48,M
67254,33,M
66462,30,F
36055,52,F
67452,50,M
20502,41,M
67433,31,M
67177,27,M
531,36,F
67276,21,M
67430,28,M
67546,20,F
67562,26,F
67570,29,M
67436,29,M
66740,22,M
67455,30,M
67576,32,M
67417,23,M
67615,31,M
67612,27,M
67557,50,M
67620,47,F
67565,33,M
63617,33,F
67623,27,F
67601,31,F
67626,26,M
67634,28,F
67251,41,M
10225,31,F
67675,26,F
67700,24,F
67604,19,M
67703,30,M
67425,39,M
7031,31,M
12251,24,F
67711,41,M
67706,34,M
67304,53,M
67730,24,M
6215,43,F
67631,33,M
67774,24,M
70010,27,F
70005,32,M
70013,25,F
70016,23,M
67722,29,M
70043,25,F
66275,43,M
1546,24,M
16404,21,F
70076,39,M
2211,31,M
70107,26,F
70112,33,M
67717,23,M
70101,31,M
70021,20,M
56072,40,M
13742,35,F
67265,24,F
70046,35,M
67672,24,M
41531,36,F
70203,25,F
70244,36,M
70241,36,F
70260,22,M
70266,32,M
70206,28,F
70073,26,M
70302,24,F
15642,32,M
70263,23,M
35021,23,F
70316,23,M
70115,30,M
67232,31,F
65310,60,M
33173,42,M
70373,40,M
67345,22,M
70357,36,M
70404,34,M
36462,30,F
70370,35,F
70247,31,M
70277,26,M
70167,26,M
70423,46,M
70214,57,M
70354,52,M
70437,22,M
70450,26,F
7714,42,M
70236,30,F
70123,49,M
70412,37,M
70415,26,F
70464,43,M
67766,38,M
11311,39,M
70434,23,F
7342,35,M
70517,24,F
70511,29,M
70200,28,M
70401,19,M
67031,24,F
70522,37,M
36033,24,F
12656,25,F
45061,26,F
13351,41,M
10737,31,M
70255,52,M
70431,33,F
70577,54,M
13723,45,M
17773,36,F
70541,24,M
66523,22,M
70712,41,F
70704,23,M
70624,23,M
70707,25,M
70654,35,F
70720,22,M
70514,27,F
70734,22,M
70670,20,M
70737,32,M
70753,26,M
70715,43,F
70605,30,M
70726,21,M
70767,24,M
70646,32,M
71017,31,M
71014,46,M
70365,46,F
70775,41,M
70723,23,M
71047,51,M
71063,26,M
66330,32,M
71022,26,F
71011,25,F
71041,30,F
71060,39,F
46142,33,F
14537,26,M
71110,46,M
70745,17,M
67270,26,F
71055,44,F
71121,27,M
71124,33,M
62651,30,M
67637,26,M
70164,24,M
71113,29,M
71105,32,F
26334,31,M
71162,31,M
71071,45,M
70024,18,F
70536,28,M
64532,50,F
62324,35,F
65450,35,M
24467,24,F
25402,49,F
71207,38,F
71204,43,F
65021,56,M
71223,37,M
66003,62,F
71303,20,M
71314,27,M
71311,20,F
17264,20,M
71143,29,M
71330,26,M
70676,31,M
27321,32,F
35137,49,M
22325,37,M
71275,39,M
71201,37,M
71352,26,F
71435,34,M
71333,34,M
71454,41,M
70407,26,M
70560,30,M
71360,32,F
70274,20,F
71440,34,M
71507,29,M
71432,24,M
71421,26,F
71520,39,M
71526,36,M
71501,25,F
71446,23,M
71410,22,F
71545,27,M
71347,38,M
71443,24,M
71534,36,M
71567,26,M
71413,19,M
71556,31,M
26510,34,M
71476,39,M
71250,40,F
71614,31,M
71457,23,M
71611,21,M
71553,26,F
71652,41,M
5244,33,M
6003,52,M
71564,32,M
71671,24,M
71317,24,M
71647,28,M
45072,39,M
26540,28,M
71677,28,M
71630,27,M
70750,24,M
71641,52,F
71636,54,M
71716,21,F
25504,28,M
30231,32,F
11201,38,M
65134,28,F
63124,47,M
71140,36,M
34323,56,M
12342,22,F
72031,43,M
71402,27,M
72037,27,M
37551,27,M
16772,18,F
72026,25,F
72050,31,M
65404,40,M
72045,45,M
72075,27,F
47105,26,F
72064,28,F
71515,43,M
71721,29,M
72106,26,M
54376,46,M
7747,42,F
5112,27,F
72111,29,M
71523,28,M
71322,40,M
72053,27,F
72125,35,M
71773,54,M
72171,29,M
72130,26,M
72147,34,M
21305,50,M
71504,49,M
72210,31,M
67136,28,M
71575,27,F
71531,27,F
71052,33,F
72202,20,M
71663,32,M
71633,40,M
72235,25,M
72240,27,F
71644,29,F
15546,20,M
72117,36,M
27156,31,M
72270,24,M
72265,26,M
67356,34,M
72232,40,F
71025,31,M
72312,27,M
34251,31,M
72224,45,F
72320,29,F
72350,40,M
72361,26,M
2236,37,M
66561,33,M
72367,48,M
72262,21,F
72315,23,M
13310,24,M
72455,23,F
14157,48,M
72331,19,M
72301,24,M
72447,40,M
72477,25,M
72474,35,M
72502,25,F
72414,23,M
72524,30,F
72257,24,F
72543,22,F
72513,44,M
72546,43,F
72554,40,M
72557,44,F
72562,51,F
72551,42,M
72576,22,F
42210,36,M
72570,24,M
72573,30,M
72650,20,M
72436,27,M
2274,30,F
72700,34,M
72653,35,M
72703,27,M
72672,35,M
72527,28,F
72706,28,F
72276,25,M
72711,24,M
72675,48,M
51046,47,F
72730,28,M
5453,27,F
72667,20,M
5651,54,F
72752,23,F
73013,29,F
73010,22,F
73016,27,F
67411,41,M
72337,50,M
72777,64,M
72067,29,F
66000,49,M
72505,32,F
47220,26,M
46010,35,M
73046,24,F
73065,45,M
73131,22,M
36470,52,M
72774,26,F
72741,26,F
72631,31,M
72645,63,M
72637,28,M
73164,34,M
73167,35,M
73150,21,M
73137,23,F
73203,28,M
73200,39,M
73134,23,M
27327,27,F
33237,27,M
73222,26,F
73241,31,F
73247,43,M
73244,37,M
37653,34,M
73263,38,M
72612,39,M
73260,47,M
73277,33,M
73313,60,M
73321,66,M
71044,24,F
73302,29,M
73230,25,M
73255,22,F
70420,23,F
73104,28,F
73362,27,M
73145,29,M
73324,30,M
72664,40,M
72661,38,F
16002,30,F
352,25,F
73426,47,M
73365,23,F
70327,30,F
73412,22,M
73442,35,M
73340,35,M
73503,45,M
11066,30,M
12004,55,F
73517,40,M
73602,53,M
72626,29,M
73252,35,M
73577,26,M
72733,32,M
66652,30,M
73431,34,M
3762,22,F
23524,44,M
43500,52,M
73662,23,M
73665,34,M
15342,27,M
70701,36,M
73401,39,M
73723,40,M
73707,24,M
73737,22,M
52671,36,M
73750,20,M
73610,31,M
73753,33,M
74011,23,F
72133,28,M
74000,24,M
74014,26,M
74036,32,M
74044,35,M
20477,34,M
73764,28,M
7730,26,F
74055,49,F
74017,25,F
15706,49,M
74060,57,M
74110,24,F
27120,38,M
14473,33,M
73415,56,M
12667,20,F
73437,28,F
74146,58,M
73450,26,M
74041,20,M
37656,33,F
66017,43,M
66022,29,F
2712,27,M
73506,37,F
30705,30,M
74140,30,M
11773,27,F
15607,29,F
66507,31,M
74132,27,F
74006,54,F
72623,30,M
74066,61,M
74116,23,F
24404,44,M
74311,21,M
74333,22,F
74336,31,F
74314,28,M
74347,17,M
63561,33,F
74352,25,M
73640,42,M
13274,26,M
74402,54,F
74421,21,F
13305,47,M
74405,26,M
74416,27,F
74121,22,F
24310,30,F
7171,26,M
74440,24,M
15045,31,M
74443,26,F
74071,25,M
32613,27,M
74476,25,M
74507,20,M
74523,26,M
74470,54,M
73775,33,F
74377,28,F
74534,30,M
74462,26,M
74465,36,M
74564,41,M
74451,32,M
74170,44,M
3333,35,M
20136,46,M
2434,33,M
74572,26,M
74622,38,M
74526,27,M
74306,27,F
74611,18,M
74162,30,F
74556,31,M
73704,29,F
73673,30,M
72345,24,M
31466,51,M
73772,24,F
74550,32,M
74025,28,M
74022,26,M
74724,50,F
74735,18,F
74732,30,M
74721,28,F
51525,25,F
51522,25,M
74641,23,F
74647,27,F
30545,28,M
20147,34,M
75056,33,M
73726,34,M
16734,55,F
74322,32,M
75100,26,M
74432,29,M
73423,67,M
75133,28,M
74151,25,M
75144,25,F
75152,33,F
75155,27,F
73175,51,M
31661,30,M
75174,54,M
75111,21,M
75213,40,M
75177,20,M
71512,46,M
73161,33,M
75216,27,M
75147,33,M
74743,18,M
75240,53,M
75224,29,M
75270,36,M
75265,29,M
74655,40,M
75315,24,M
74105,23,F
75323,17,M
50557,23,M
75273,32,M
75064,27,M
73335,22,F
75350,35,M
75337,19,M
75331,32,F
75356,24,F
75403,25,M
75326,25,M
75312,31,M
73701,34,M
75372,61,M
24445,39,F
52264,47,M
3317,36,F
74207,40,M
75422,25,F
75425,26,M
223,53,M
4722,54,F
3352,36,F
75342,30,M
75353,22,M
73731,46,F
75141,24,F
74366,23,F
75615,30,M
75361,26,F
75601,29,M
75604,21,F
75623,30,F
14036,34,F
33253,35,F
75210,24,M
75524,26,M
75626,20,F
75364,30,M
75557,34,M
75714,18,M
75532,25,M
75730,50,M
16175,26,M
24277,32,M
75755,42,M
75667,36,M
3006,35,M
75254,44,F
75160,42,M
75733,45,M
72042,57,F
76005,27,M
75711,24,M
75205,26,M
43407,30,M
76002,20,M
75634,33,F
75637,36,M
75642,24,F
76051,29,M
74047,27,M
76070,23,M
76073,34,F
75760,44,M
74630,47,F
432,31,F
76040,29,M
76035,57,F
76101,26,F
76016,25,F
73453,69,M
75221,44,M
74330,42,M
76263,21,M
75703,23,M
76123,23,M
76255,24,F
76236,34,M
12455,47,M
75452,23,M
76107,24,M
43541,56,M
76230,22,F
24453,49,M
76305,25,M
76340,31,M
76335,46,M
74754,47,M
76373,47,M
76404,28,M
76412,24,F
76252,49,F
76420,21,F
76431,20,M
76426,26,M
26747,22,M
43662,29,M
76475,29,F
76370,27,F
76503,49,M
75136,29,M
11371,49,M
13517,30,M
76530,59,M
76525,62,M
35305,52,M
75763,33,M
76547,28,M
76555,28,M
76552,27,M
76120,50,M
73370,25,M
76610,27,M
76632,28,M
76472,26,M
3105,42,M
76643,24,M
75675,30,M
75466,24,F
72364,46,M
73715,22,F
73720,49,F
45631,40,M
76514,20,M
75573,26,M
21401,23,M
74427,32,M
77036,58,M
77025,31,M
75562,20,M
76104,53,M
45042,40,F
77044,34,M
77102,27,M
77074,21,F
77003,22,M
6470,29,M
77110,24,M
77135,37,F
77113,30,M
77146,22,M
66724,44,M
77170,41,M
24657,35,F
30575,47,M
16073,28,M
77116,28,M
77176,33,M
76506,26,M
76775,21,M
77215,23,F
77207,32,M
75430,35,F
77127,23,F
76065,40,M
77041,25,M
76401,44,F
77223,35,F
77250,48,F
72736,32,M
43627,21,F
77237,25,M
77201,35,M
77300,30,F
77256,29,F
77306,29,M
77311,60,M
12460,45,F
75672,24,F
77047,22,F
77341,18,M
77245,24,M
3047,35,F
76274,27,F
76010,67,M
76464,29,M
75736,35,F
77060,28,M
77105,39,M
77366,33,M
76517,27,M
76764,36,M
77063,23,M
11242,30,M
77355,26,M
76500,39,M
77561,47,M
77567,25,F
77564,29,M
77523,60,M
77322,25,M
77234,23,M
77066,32,F
77575,27,M
76327,24,M
76511,26,M
77617,24,M
76351,23,F
77603,24,F
77647,26,M
77644,25,M
74374,24,F
77641,30,M
77636,34,F
77663,28,M
77666,24,M
73373,24,M
75202,31,M
75664,45,F
77652,31,F
77071,38,M
72463,24,M
77553,22,M
77724,22,F
100001,19,F
77600,31,M
77740,26,M
77333,23,M
100007,26,M
77611,31,M
67714,33,F
100042,28,M
77735,43,M
100045,31,M
77347,29,F
77716,28,F
100026,32,M
77317,38,M
100111,29,M
77416,21,F
77421,23,F
77710,50,M
100160,23,M
100166,23,M
100117,29,M
77732,36,M
77773,25,M
100171,21,F
100015,23,F
100301,25,M
100133,21,F
100331,42,M
46214,47,M
100240,29,M
77606,21,F
100342,26,M
100372,20,M
77212,32,M
76376,25,F
77660,35,M
11732,44,M
77303,22,F
77424,46,M
100334,37,M
100034,25,M
100163,20,F
100147,28,M
55207,45,M
55170,40,M
100422,57,F
37604,33,M
11515,30,M
100337,29,M
100053,43,M
76750,24,F
100205,34,M
100023,21,F
101107,23,F
77727,25,M
101145,25,M
101123,24,F
101010,29,M
101164,18,M
75656,24,M
75576,26,M
77633,24,F
101236,31,M
16602,37,M
73156,35,M
101263,35,M
101302,31,F
101225,34,M
101024,25,F
101316,40,M
101153,24,M
101070,24,M
77344,32,M
77776,26,F
101277,30,F
101214,20,F
101200,33,M
101365,25,M
101324,18,M
101431,21,M
101013,35,F
77550,38,M
101357,23,M
101370,39,M
101475,20,M
101310,26,M
101544,18,M
101541,41,M
101426,28,M
100125,26,M
101321,27,F
100262,27,M
101577,20,M
101574,20,M
101602,24,F
101563,21,F
101616,27,M
101613,26,M
101340,24,F
101126,28,M
100771,27,F
47322,45,M
101450,25,F
101415,34,F
101547,21,M
101503,57,M
101021,27,M
102025,22,M
101555,19,F
101500,24,F
101571,22,F
11716,50,M
101707,17,M
102060,29,F
101241,26,F
101351,23,M
101753,17,F
102052,35,F
102044,38,M
102127,26,F
102143,28,M
101274,28,M
101376,26,F
77140,41,M
71537,33,M
101057,27,M
102022,31,M
102314,31,M
102317,24,F
