Date,Mean,Var
2015-01-01,11.003855799199771,448.552070024733
2015-02-01,10.33443821420934,94.38930158164214
2015-03-01,11.388180161113233,27136.570443482447
2015-04-01,11.718130976936072,20203.261762138864
2015-05-01,9.901918620865533,294.3337609996532
2015-06-01,10.005547488471398,206.08996459971277
2015-07-01,9.828651149736682,118.2125203149918
2015-08-01,10.398581279513454,404.11935811539524
2015-09-01,9.897822721290522,223.53834379669726
2015-10-01,10.371128365412053,4144.87766109041
2015-11-01,9.86420773530064,156.08843731692988
2015-12-01,9.968177362837173,96.24823429533697
2016-01-01,9.966519502448024,155.26856922628002
2016-02-01,9.77666372804602,121.12517093041895
2016-03-01,10.232105687735125,1229.2053010879347
2016-04-01,9.517788553082369,147.11656023131457
2016-05-01,9.549751709695657,108.5065196686267
2016-06-01,9.993875993832525,597.7566449421684
2016-07-01,10.263566219569631,206.95661752272048
2016-08-01,10.843552761850221,643.6979351680043
2016-09-01,44.175300267277635,8929037.520006502
2016-10-01,147.0645894694692,31790183.257087436
2016-11-01,196.7410105999064,39335618.77679098
2016-12-01,118.42395650136768,19815927.275167428
2017-01-01,144.28753365531563,21251520.01894397
2017-02-01,98.94812843560487,11217141.673435682
2017-03-01,59.44524413875599,5108949.708443357
2017-04-01,104.45728680233834,12522392.894104736
2017-05-01,34.010331636424574,1902870.2485289543
2017-06-01,22.1973316514051,617510.3769222233
2017-07-01,19.630629885488002,1353800.1464529578
2017-08-01,11.589713373048358,378.6630594296312
2017-09-01,11.764319050253192,508.31603492249724
2017-10-01,11.567910032768792,202.08403598647763
2017-11-01,12.625562956870871,369013.5891091986
2017-12-01,11.196544216563673,204.3776570100882
2018-01-01,11.274275997740395,534.3912255728194
2018-02-01,11.412180572100912,343.3178489196453
2018-03-01,11.51019694339146,485.06876731693285
2018-04-01,12.283630914030626,103008.93783056187
2018-05-01,11.709979358730376,30247.508343862402
2018-06-01,11.490850434693881,3690.4460875688796
2018-07-01,11.781415966663312,5737.867993326663
2018-08-01,11.403448414035058,1799.2780223573425
2018-09-01,11.396320943299552,215.0937323513621
2018-10-01,11.38248040970675,719.1602409212998
2018-11-01,12.092009441660808,39815.01339855619
2018-12-01,11.917143387990246,4317.844946030728
