Date,Time
2015-01-01,16.612789115646258
2015-01-02,10.925332177931832
2015-01-03,12.041127873563218
2015-01-04,19.35256166982922
2015-01-05,11.762965093977751
2015-01-06,9.869709146574818
2015-01-07,9.911064030131826
2015-01-08,10.054580988117573
2015-01-09,11.967571936631103
2015-01-10,10.632745398773006
2015-01-11,14.155921855921855
2015-01-12,11.696879150066401
2015-01-13,9.746127946127945
2015-01-14,9.6088868101029
2015-01-15,10.369452013321222
2015-01-16,10.473860589812332
2015-01-17,10.639732569245464
2015-01-18,13.408894799054373
2015-01-19,10.042801448064607
2015-01-20,10.082128684807257
2015-01-21,9.917601898380793
2015-01-22,10.239730779905633
2015-01-23,11.014566395663957
2015-01-24,11.152273760800364
2015-01-25,15.832146892655368
2015-01-26,9.729430379746836
2015-01-27,10.249831649831648
2015-01-28,9.947531868727962
2015-01-29,10.111382113821138
2015-01-30,9.985305555555556
2015-01-31,10.32571567200388
2015-02-01,12.334639175257733
2015-02-02,10.757843137254902
2015-02-03,10.652842045129963
2015-02-04,9.862017469709777
2015-02-05,10.506797235023042
2015-02-06,10.291810937070624
2015-02-07,11.318142681426814
2015-02-08,12.534287531806616
2015-02-09,9.897921827690613
2015-02-10,10.154368329610326
2015-02-11,10.021198613174839
2015-02-12,10.028742084052965
2015-02-13,10.090893470790379
2015-02-14,10.80579902611775
2015-02-15,11.926351351351352
2015-02-16,10.166087962962964
2015-02-17,9.60050909090909
2015-02-18,10.00410858400587
2015-02-19,10.119054763690924
2015-02-20,9.929582673005811
2015-02-21,10.587863674147965
2015-02-22,12.12270531400966
2015-02-23,9.76927616050354
2015-02-24,9.480848484848485
2015-02-25,10.001044739429695
2015-02-26,9.844772727272728
2015-02-27,9.98210838901262
2015-02-28,11.122397200349956
2015-03-01,13.795
2015-03-02,10.128184793554885
2015-03-03,9.820243104254324
2015-03-04,9.992273402674591
2015-03-05,9.645939565627952
2015-03-06,10.492018942018943
2015-03-07,10.407241100323626
2015-03-08,12.1384176182708
