Date,Mean distance
2015-01-01,1.3657309417309889
2015-02-01,1.3940918151515593
2015-03-01,1.399979268591717
2015-04-01,1.4166862461825855
2015-05-01,1.4498439888012207
2015-06-01,1.4583646805062693
2015-07-01,1.4624670011726288
2015-08-01,1.4502015570026459
2015-09-01,1.4671131323095599
2015-10-01,1.5118949701701967
2015-11-01,1.4916134375712908
2015-12-01,1.4869180872936192
2016-01-01,1.4636349173833552
2016-02-01,1.4521686779653522
2016-03-01,1.4822512047718004
2016-04-01,1.4882394003193307
2016-05-01,1.5416900575157289
2016-06-01,1.538715134288404
2016-07-01,1.5258060458807772
2016-08-01,1.6986447522112014
2016-09-01,2.1580100661924946
2016-10-01,2.1874662052370573
2016-11-01,2.2142078860738774
2016-12-01,2.193193871428353
2017-01-01,2.2885533565701333
2017-02-01,2.3651051704307653
2017-03-01,2.4537173212928756
2017-04-01,2.3595757188610826
2017-05-01,2.4125876953867467
2017-06-01,2.407384711498625
2017-07-01,2.4230494844284483
2017-08-01,2.472382212685353
2017-09-01,2.4757110407873153
2017-10-01,2.5688635819451893
2017-11-01,2.5502181666112658
2017-12-01,2.4261540635466656
2018-01-01,2.452490958057049
2018-02-01,2.5437534506997155
2018-03-01,2.6413597350116076
2018-04-01,2.6014428094616213
2018-05-01,2.6246582069310547
2018-06-01,2.5536053685901865
2018-07-01,2.533776633807953
2018-08-01,2.573039515413861
2018-09-01,2.6040069773330177
2018-10-01,2.6812967206057987
2018-11-01,2.468773324844441
2018-12-01,2.6432683848588145
