Date,Count
2015-01-01,1036.9032258064517
2015-02-01,1170.9642857142858
2015-03-01,1164.3870967741937
2015-04-01,1162.1
2015-05-01,1204.516129032258
2015-06-01,1254.9
2015-07-01,1231.9354838709678
2015-08-01,1284.9354838709678
2015-09-01,1466.6666666666667
2015-10-01,1537.032258064516
2015-11-01,1620.8666666666666
2015-12-01,1312.8064516129032
2016-01-01,1461.8387096774193
2016-02-01,1656.5862068965516
2016-03-01,1605.3548387096773
2016-04-01,1925.0
2016-05-01,2007.5806451612902
2016-06-01,2010.0
2016-07-01,1849.1612903225807
2016-08-01,2426.3870967741937
2016-09-01,3618.6
2016-10-01,4177.129032258064
2016-11-01,4438.0
2016-12-01,3702.516129032258
2017-01-01,5269.709677419355
2017-02-01,6214.964285714285
2017-03-01,6735.290322580645
2017-04-01,5613.133333333333
2017-05-01,6763.290322580645
2017-06-01,6767.166666666667
2017-07-01,6659.548387096775
2017-08-01,7297.5161290322585
2017-09-01,7885.333333333333
2017-10-01,8546.870967741936
2017-11-01,8555.366666666667
2017-12-01,6401.4838709677415
2018-01-01,7992.064516129032
2018-02-01,9149.535714285714
2018-03-01,9114.516129032258
2018-04-01,9453.533333333333
2018-05-01,9697.129032258064
2018-06-01,8691.433333333332
2018-07-01,8479.612903225807
2018-08-01,9587.612903225807
2018-09-01,9665.966666666667
2018-10-01,10541.032258064517
2018-11-01,10320.066666666668
2018-12-01,9212.806451612903
